stockid,tsn,scientificname,commonname,areaid,stocklong,region,primary_country,primary_FAOarea,ISO3_code,GRSF_uuid,inmyersdb,myersstockid,state
KCROCKSWHOKK, 166785,Sebastolobus macrochir,Kichiji rockfish,Japan-FAJ-SWHOKK,Kichiji rockfish Southwestern coast of Hokkaido,Japan,Japan,61,JPN,2225fd9b-a566-3f99-b5b9-3a0f58452582,0,NA,Current
KELPGREENLINGORECOAST, 167110,Hexagrammos decagrammus,Kelp greenling,USA-NMFS-ORECOAST,Kelp greenling Oregon Coast,US West Coast,USA,67,USA,19ce3310-96b7-37ed-85a1-6c68f6d4840b,0,,Current
KFSHARNEATL, 160651,Dalatias licha,Kitefin shark,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,Kitefin shark Northeast Atlantic,European Union,Portugal,27,PRT,,0,NA,Current
KINGKLIPSA, 165001,Genypterus capensis,Kingklip,South Africa-DETMCM-SA,Kingklip South Africa,Southern Africa,South Africa,47,ZAF,7a0c7d64-7f34-3f21-bfa0-b27406596009,0,,Current
KMACKGM, 172435,Scomberomorus cavalla,King mackerel,USA-NMFS-GM,King mackerel Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,0,NA,Current
KMACKSATLC, 172435,Scomberomorus cavalla,King mackerel,USA-NMFS-SATLC,King mackerel Southern Atlantic coast,US Southeast and Gulf,USA,31,USA,,0,NA,Current
KMFLOUNBSAI, 172861,Atheresthes evermanni,Kamchatka flounder,USA-NMFS-BSAI,Kamchatka flounder Bering Sea and Aleutian Islands,US Alaska,USA,67,USA,,0,NA,Current
LCODLINGPAC, 550672,Laemonema longipes,Longfin codling,Japan-FAJ-PAC,Longfin codling Pacific Ocean,Japan,Japan,61,JPN,96000994-9ac2-3fbc-b680-e7555651047b,0,NA,Current
LDENTCWAAGO, 169221,Dentex macrophthalmus,Large eye dentex,multinational-FAO-CWAAGO,Large eye dentex Central West Africa Angola,West Africa,Angola,34,AGO,,0,NA,Current
LGSHARNEATL, 160635,Centrophorus squamosus,Leafscale gulper shark,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Leafscale gulper shark Northeast Atlantic,European Union,France,27,FRA,,0,NA,Current
LHAIRTSOJECS, 172385,Trichiurus lepturus,Largehead hairtail,Japan-FAJ-SOJECS,Largehead hairtail Sea of Japan and East China Sea,Japan,Japan,61,JPN,2ba2e47a-0d39-30c6-b0e0-b8159cc52ef8,0,NA,Current
LINGCODNPCOAST, 167116,Ophiodon elongatus,Lingcod,USA-NMFS-NPCOAST,Lingcod Northern Pacific Coast,US West Coast,USA,67,USA,9082f121-b6a4-374e-bb0a-6821255b1d2c,0,,Current
LINGCODSOG, 167116,Ophiodon elongatus,Lingcod,Canada-DFO-SOG,Lingcod Strait of Georgia,Canada West Coast,Canada,67,CAN,01da4258-88fb-3b23-b4ff-b30d2d93b7a0,0,NA,Current
LINGCODSPCOAST, 167116,Ophiodon elongatus,Lingcod,USA-NMFS-SPCOAST,Lingcod Southern Pacific Coast,US West Coast,USA,77,USA,8415c6e7-c52a-38c8-81cb-2c75a2658095,0,,Current
LINGI-II, 164760,Molva molva,Ling,multinational-ICES-I-II,Ling North-East Arctic,Europe non EU,Norway,27,NOR,,0,NA,Current
LINGNEATL, 164760,Molva molva,Ling,multinational-ICES-IIIa-IVa-VI-VII-VIII-IX-XII-XIV,Ling Northeast Atlantic,European Union,Norway,27,NOR,,0,NA,Current
LINGVa, 164760,Molva molva,Ling,multinational-ICES-Va,Ling Iceland Grounds,Europe non EU,Iceland,27,ISL,21eefc3b-0108-3ea6-80c2-c37dac5f0df6,0,NA,Current
LINGVb, 164760,Molva molva,Ling,multinational-ICES-Vb,Ling Faroe Grounds,Europe non EU,Faroe Islands,27,FRO,,0,NA,Current
LISQUIDATLC,  82372,Loligo pealeii,Longfin inshore squid,USA-NMFS-ATLC,Longfin inshore squid Atlantic Coast,US Southeast and Gulf,USA,31,USA,435d4477-1cb9-31d4-adb5-ab02976c88fc,0,NA,Current
LJOBOKWI, 168918,Pristipomoides sieboldii,Lavender jobfish,Japan-FAJ-OKWI,Lavender jobfish Okinawa Islands,Japan,Japan,61,JPN,,0,NA,Current
LNOSESKA3CD, 160851,Raja rhina,Longnose skate,Canada-DFO-WCVANI,Longnose skate West Coast of Vancouver Island,Canada West Coast,Canada,67,CAN,,0,NA,Current
LNOSESKA4B, 160851,Raja rhina,Longnose skate,Canada-DFO-SOG,Longnose skate Strait of Georgia,Canada West Coast,Canada,67,CAN,,0,NA,Current
LNOSESKA5AB, 160851,Raja rhina,Longnose skate,Canada-DFO-5AB,Longnose skate Queen Charlotte Sound,Canada West Coast,Canada,67,CAN,,0,NA,Current
LNOSESKA5CDE, 160851,Raja rhina,Longnose skate,Canada-DFO-HS,Longnose skate Hecate Strait,Canada West Coast,Canada,67,CAN,,0,NA,Current
LNOSESKAPCOAST, 160851,Raja rhina,Longnose skate,USA-NMFS-PCOAST,Longnose skate Pacific Coast,US West Coast,USA,67,USA,f66cd4a4-5562-328a-a8cf-dd0e97c42362,0,NA,Current
LNSNAPGM, 168860,Lutjanus synagris,Lane snapper,USA-NMFS-GM,Lane snapper Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,0,NA,Current
LOBSTERGB,  97314,Homarus americanus,American lobster,USA-NMFS-5Z,American lobster Georges Bank,US East Coast,USA,21,USA,5fa50a58-3bdc-30fb-9b56-751a789b8529,0,,Current
LOBSTERGOM,  97314,Homarus americanus,American lobster,USA-NMFS-5Y,American lobster Gulf of Maine,US East Coast,USA,21,USA,d8ba0af8-9f30-3dd2-9bed-edef23ce4802,0,,Current
LOBSTERLFA15-18,  97314,Homarus americanus,American lobster,Canada-DFO-LFA15-18,American lobster Quebec North Shore and Anticosti Island (LFA 15-18),Canada East Coast,Canada,21,CAN,c8017273-3bd4-3e38-936f-c6bf07aacd83,0,NA,Current
LOBSTERLFA19-21,  97314,Homarus americanus,American lobster,Canada-DFO-LFA19-21,American lobster Gaspe (LFA 19-21),Canada East Coast,Canada,21,CAN,440b03ce-3d26-308f-8b23-59beccc398f3,0,NA,Current
LOBSTERLFA22,  97314,Homarus americanus,American lobster,Canada-DFO-LFA22,American lobster Magdalen Islands (LFA 22),Canada East Coast,Canada,21,CAN,35a3fedb-93fc-3d66-807d-177fde051186,0,NA,Current
LOBSTERLFA23-26AB,  97314,Homarus americanus,American lobster,Canada-DFO-LFA23-26AB,American lobster Southern Gulf of St. Lawrence,Canada East Coast,Canada,21,CAN,bc5b1a1f-5294-3b77-88c2-59616a818900,0,NA,Current
LOBSTERLFA27-33,  97314,Homarus americanus,American lobster,Canada-DFO-LFA27-33,American lobster Atlantic Coast of Nova Scotia (LFA 27-33),Canada East Coast,Canada,21,CAN,d5ec35b0-2dc0-3fb0-9885-80a2613bb8b6,0,NA,Current
LOBSTERLFA3-14,  97314,Homarus americanus,American lobster,Canada-DFO-LFA3-14,American lobster Lobster Fishing Areas 3-14,Canada East Coast,Canada,21,CAN,e43b4387-6e2d-3eb6-a2a4-5a99bd0a08d2,0,NA,Current
LOBSTERLFA34,  97314,Homarus americanus,American lobster,Canada-DFO-LFA34,American lobster Lobster Fishing Area 34,Canada East Coast,Canada,21,CAN,90566a27-4780-3086-a43e-1f203f31c4fe,0,NA,Current
LOBSTERLFA35-38,  97314,Homarus americanus,American lobster,Canada-DFO-LFA35-38,American lobster Lobster Fishing Areas 35-38,Canada East Coast,Canada,21,CAN,96f55e4b-256c-341d-9221-aec6f830b092,0,NA,Current
LOBSTERLFA41,  97314,Homarus americanus,American lobster,Canada-DFO-LFA41,American lobster Lobster Fishing Area 41,Canada East Coast,Canada,21,CAN,7fbeb53a-0768-3cab-9c98-946e7f1a4a24,0,NA,Current
LOBSTERSNE,  97314,Homarus americanus,American lobster,USA-NMFS-SNE,American lobster Southern New England,US East Coast,USA,21,USA,8efa077c-d273-3940-b629-722fa5455e60,0,,Current
LSDOGIIIa-IV-VIId, 160065,Scyliorhinus canicula,Lesser spotted dogfish,multinational-ICES-IIIa-IV-VIId,Lesser spotted dogfish ICES 3a-4-7d,European Union,France,27,FRA,,0,NA,Current
LSDOGVIIIabd, 160065,Scyliorhinus canicula,Lesser spotted dogfish,multinational-ICES-VIIIabd,Lesser spotted dogfish ICES 8abd,European Union,France,27,FRA,,0,NA,Current
LSDOGVIIIc-IXa, 160065,Scyliorhinus canicula,Lesser spotted dogfish,multinational-ICES-VIIIc-IXa,Lesser spotted dogfish ICES 8c-9a,European Union,Portugal,27,PRT,,0,NA,Current
LSDOGVI-VIIabcefghij, 160065,Scyliorhinus canicula,Lesser spotted dogfish,multinational-ICES-VI-VIIabcefghij,Lesser spotted dogfish ICES 6-7abcefghij,European Union,France,27,FRA,,0,NA,Current
LSKAT5YCHATT, 564130,Leucoraja erinacea,Little skate,USA-NMFS-5YCHATT,Little skate Gulf of Maine / Cape Hatteras,US East Coast,USA,21,USA,,0,,Current
LSOLEIIIa-IV-VIId, 172888,Microstomus kitt,Lemon sole,multinational-ICES-IIIa-IV-VIId,Lemon sole ICES 3a-4-7d,European Union,Great Britain,27,GBR,,0,NA,Current
LSTHORNHPCOAST, 166784,Sebastolobus altivelis,Longspine thornyhead,USA-NMFS-PCOAST,Longspine thornyhead Pacific Coast,US West Coast,USA,67,USA,,0,,Current
LUMP3Pn4RS, 167612,Cyclopterus lumpus,Lumpfish,Canada-DFO-3Pn4RS,Lumpfish Northern Gulf of St. Lawrence,Canada East Coast,Canada,21,CAN,,0,NA,Current
MACK5YCHATT, 172414,Scomber scombrus,Atlantic mackerel,USA-NMFS-5YCHATT,Atlantic mackerel Gulf of Maine / Cape Hatteras,US East Coast,USA,21,USA,,0,NA,Current
MACKNEICES, 172414,Scomber scombrus,Mackerel,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,European Union,Norway,27,NOR,,1,MACKNEICES,Current
MACKNWATLSA3-4, 172414,Scomber scombrus,Mackerel,Canada-DFO-NWATLSA3-4,Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),Canada East Coast,Canada,21,CAN,,0,NA,Current
MEG8c9a, 172835,Lepidorhombus whiffiagonis,Megrim,multinational-ICES-VIIIc-IXa,Megrim ICES 8c-9a,European Union,Portugal,27,PRT,03967d11-f2bd-3d8e-a9ef-af211100da93,1,MEG8c9a,Current
MEGSPPIVa-VIa, 172833,Lepidorhombus spp,Megrim spp,multinational-ICES-IVa-VIa,Megrim spp ICES 4a-6a,European Union,Great Britain,27,GBR,,0,NA,Current
MEGSPPVIb, 172833,Lepidorhombus spp,Megrim spp,multinational-ICES-VIb,Megrim spp Rockall Bank,European Union,Spain,27,ESP,,0,NA,Current
MEGVII-VIIIabd, 172835,Lepidorhombus whiffiagonis,Megrim,multinational-ICES-VII-VIIIabd,Megrim ICES 7-8abd,European Union,France,27,FRA,,0,NA,Current
MENATGM, 161734,Brevoortia patronus,Gulf menhaden,USA-NMFS-GM,Gulf menhaden Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,1,MENGULF,Current
MENATLAN, 161732,Brevoortia tyrannus,Atlantic menhaden,USA-NMFS-ATL,Atlantic menhaden Atlantic,US East Coast,USA,21,USA,0c698b7b-fcfd-3ec6-b3c0-7dcd90dacf1c,1,MENATLAN,Current
MHMACKMEDGSA29, 168590,Trachurus mediterraneus,Mediterranean horse mackerel,multinational-GFCM-GSA29,Mediterranean horse mackerel Black Sea,Mediterranean-Black Sea,Turkey,37,TUR,89b1164a-2c47-3aa2-be41-24a5163ac224,0,NA,Current
MONK2J3KLNOPs, 164499,Lophius americanus,Monkfish,Canada-DFO-2J3KLNOPs,Monkfish Labrador Shelf-Grand Banks-St. Pierre Bank,Canada East Coast,Canada,21,CAN,,0,NA,Deprecated
MONK3LNOPs, 164499,Lophius americanus,Monkfish,Canada-DFO-3LNOPs,Monkfish NAFO Divisions 3LNOPs,Canada East Coast,Canada,21,CAN,6df568f2-4bd2-355a-89f2-63eecdf675b7,0,NA,Current
MONKGOMNGB, 164499,Lophius americanus,Monkfish,USA-NMFS-GOMNGB,Monkfish Gulf of Maine / Northern Georges Bank,US East Coast,USA,21,USA,0485e0f5-737f-30f9-9cfd-18590b237782,0,,Current
MONKSGBMATL, 164499,Lophius americanus,Monkfish,USA-NMFS-SGBMATL,Monkfish Southern Georges Bank / Mid-Atlantic,US East Coast,USA,21,USA,6dc10f6b-7d6c-3808-bc12-d479f4343c03,0,,Current
MORWONGESE, 170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-ESE,Jackass morwong Eastern half of Southeast Australia,Australia,Australia,81,AUS,5ef24c10-3d0e-3c6f-b219-a8ea6a718b99,0,,Current
MORWONGSE, 170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-SE,Jackass morwong Southeast Australia,Australia,Australia,81,AUS,680cdb3e-5013-3ee5-8886-f11486794380,0,,Deprecated
MORWONGWSE, 170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-WSE,Jackass morwong Western half of Southeast Australia,Australia,Australia,81,AUS,,0,,Current
MSARDCWACIV-BEN, 161831,Sardinella maderensis,Madeiran sardinella,multinational-FAO-CWACIV-BEN,Madeiran sardinella Central West Africa Cote Divoire-Benin,West Africa,Ghana,34,GHA,,0,NA,Current
MSARDNWA, 161831,Sardinella maderensis,Madeiran sardinella,multinational-FAO-NWA,Madeiran sardinella North West Africa,West Africa,Senegal,34,SEN,,0,NA,Current
MULLQNSW, 170335,Mugil cephalus,Sea mullet,Australia-DPIF-QNSW,Sea mullet Queensland and New South Wales,Australia,Australia,81,AUS,e4e464d4-0173-34fe-8419-d5a2ff7692f9,0,,Current
MUTSNAPSATLCGM, 168849,Lutjanus analis,Mutton snapper,USA-NMFS-SATLCGM,Mutton snapper Southern Atlantic coast and Gulf of Mexico,US Southeast and Gulf,USA,31,USA,,0,NA,Current
NEPHFU10,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU10,Norway lobster Noup (FU 10),European Union,Great Britain,27,GBR,b49be52d-ba33-3b4d-9fec-68d725cc2296,0,NA,Current
NEPHFU11,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU11,Norway lobster North Minch (FU 11),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU12,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU12,Norway lobster South Minch (FU 12),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU13,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU13,Norway lobster Firth of Clyde and Sound of Jura (FU 13),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU14,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU14,Norway lobster Irish Sea East (FU 14),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU15,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU15,Norway lobster Irish Sea West (FU 15),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU16,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU16,Norway lobster Porcupine Bank (FU 16),European Union,Ireland,27,IRL,75d71714-f586-3292-bab8-096d8975d3ab,0,NA,Current
NEPHFU17,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU17,Norway lobster Aran Grounds (FU 17),European Union,Ireland,27,IRL,86a7bffe-ce93-393b-a10b-664cd8114266,0,NA,Current
NEPHFU19,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU19,Norway lobster South East and West of IRL (FU 19),European Union,Ireland,27,IRL,c4f69e43-5f31-3025-944a-c00dca3c61d3,0,NA,Current
NEPHFU2021,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2021,"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",European Union,Ireland,27,IRL,f36f3fce-7f73-3bd2-a9fe-5b75a196d7ce,0,NA,Current
NEPHFU22,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU22,Norway lobster Smalls (FU 22),European Union,Ireland,27,IRL,,0,NA,Current
NEPHFU25,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU25,Norway lobster North Galicia (FU 25),European Union,Spain,27,ESP,,0,NA,Current
NEPHFU2627,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2627,Norway lobster West Galicia and North Portugal (FU 26-27),European Union,Portugal,27,PRT,,0,NA,Current
NEPHFU2829,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU2829,Norway lobster South-West and South Portugal (FU 28-29),European Union,Portugal,27,PRT,2d4bf3d8-ecba-3781-b6d6-c2f67c4bbe70,0,NA,Current
NEPHFU30,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU30,Norway lobster Gulf of Cadiz (FU 30),European Union,Portugal,27,PRT,dd9f4b0e-244e-3e06-8859-4d3ad5f629fb,0,NA,Current
NEPHFU31,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU31,Norway lobster Cantabrian Sea (FU 31),European Union,Spain,27,ESP,,0,NA,Current
NEPHFU32,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU32,Norway lobster Norwegian Deeps (FU 32),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU33,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU33,Norway lobster Off Horn Reef (FU 33),European Union,Great Britain,27,GBR,31ca5eea-13d9-3c85-870d-f9d2099dc1c4,0,NA,Current
NEPHFU34,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU34,Norway lobster Devils Hole (FU 34),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU3-4,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU3-4,Norway lobster Skagerak Kattegat (FU 3-4),European Union,Denmark,27,DNK,50e09f16-019d-3a80-95de-b51e0b99b4e6,0,NA,Current
NEPHFU5,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU5,Norway lobster Botney Cut - Silver Pit (FU 5),European Union,Great Britain,27,GBR,62c8067e-8255-3c6c-9ef6-dfe47ccc82df,0,NA,Current
NEPHFU6,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU6,Norway lobster Farn Deeps (FU 6),European Union,Great Britain,27,GBR,927de737-8950-37f6-8b4b-8d88b7d6fc1b,0,NA,Current
NEPHFU7,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU7,Norway lobster Fladen Ground (FU 7),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU8,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU8,Norway lobster Firth of Forth (FU 8),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHFU9,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-FU9,Norway lobster Moray Firth (FU 9),European Union,Great Britain,27,GBR,,0,NA,Current
NEPHIV,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-IV,Norway lobster North Sea,European Union,Great Britain,27,GBR,,0,NA,Current
NEPHMEDGSA1,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA1,Norway lobster Northern Alboran Sea,Mediterranean-Black Sea,Spain,37,ESP,0e117c6e-2d31-3f3f-9b23-294e58de1015,0,NA,Current
NEPHMEDGSA11,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA11,Norway lobster Sardinia,Mediterranean-Black Sea,Italy,37,ITA,360019ba-4754-3c90-b7df-e9a272fc9187,0,NA,Current
NEPHMEDGSA15-16,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA15-16,"Norway lobster Malta Island and South of Sicily (GSA 15, 16)",Mediterranean-Black Sea,Italy,37,ITA,df147c75-b37e-32c5-8e0c-1f09b66c06ca,0,NA,Current
NEPHMEDGSA17,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA17,Norway lobster Northern Adriatic Sea,Mediterranean-Black Sea,Italy,37,ITA,58434497-dd6d-359f-8146-4e56a589485a,0,NA,Deprecated
NEPHMEDGSA17-18,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA17-18,"Norway lobster Adriatic Sea (GSA 17,18)",Mediterranean-Black Sea,Italy,37,ITA,eedcf38f-117c-34bc-9b2e-b3fb704f00c7,0,NA,Current
NEPHMEDGSA18,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA18,Norway lobster Southern Adriatic Sea,Mediterranean-Black Sea,Italy,37,ITA,06650ce8-d3ea-3289-86c0-a2636b8edf51,0,NA,Deprecated
NEPHMEDGSA5,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA5,Norway lobster Balearic Island,Mediterranean-Black Sea,Spain,37,ESP,495b5176-9ccf-3645-9f1e-dedd4954b6c3,0,NA,Current
NEPHMEDGSA6,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA6,Norway lobster Northern Spain,Mediterranean-Black Sea,Spain,37,ESP,82d571dd-df68-352e-b14c-ad58ff218be7,0,NA,Current
NEPHMEDGSA9,  97317,Nephrops norvegicus,Norway lobster,multinational-GFCM-GSA9,Norway lobster Ligurian and North Tyrrhenian Sea,Mediterranean-Black Sea,Italy,37,ITA,73080233-5c28-3e4c-8a02-145a134362c6,0,NA,Current
NEPHVIa,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VIa,Norway lobster West of Scotland,European Union,Great Britain,27,GBR,,0,NA,Current
NEPHVII,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VII,Norway lobster ICES 7,European Union,Spain,27,ESP,,0,NA,Current
NEPHVIIIab,  97317,Nephrops norvegicus,Norway lobster,multinational-ICES-VIIIab,Norway lobster ICES 8ab,European Union,France,27,FRA,,0,NA,Current
NPOUTIIIa-IV, 164756,Trisopterus esmarkii,Norway pout,multinational-ICES-IIIa-IV,Norway pout ICES 3a-4,European Union,Denmark,27,DNK,7a0d371a-e86c-3b7d-91f0-76ac42f229b6,0,NA,Current
NPOUTVIa, 164756,Trisopterus esmarkii,Norway pout,multinational-ICES-VIa,Norway pout West of Scotland,European Union,Denmark,27,DNK,,0,NA,Current
NROCKBSAI, 166735,Sebastes polyspinis,Northern rockfish,USA-NMFS-BSAI,Northern rockfish Bering Sea and Aleutian Islands,US Alaska,USA,67,USA,,0,NA,Current
NROCKGA, 166735,Sebastes polyspinis,Northern rockfish,USA-NMFS-GA,Northern rockfish Gulf of Alaska,US Alaska,USA,67,USA,,0,NA,Current
NRSOLEEBSAI, 616392,Lepidopsetta polyxystra,Northern rock sole,USA-NMFS-EBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands,US Alaska,USA,67,USA,,0,NA,Current
NRSOLEGA, 616392,Lepidopsetta polyxystra,Northern rock sole,USA-NMFS-GA,Northern rock sole Gulf of Alaska,US Alaska,USA,67,USA,,0,NA,Current
NSHRIMPCH,  97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH,Nylon shrimp Chile,South America,Chile,87,CHL,d1b729f8-4a03-32ad-ac3a-ff1a2e3b9ef4,0,NA,Deprecated
NSHRIMPCSCH,  97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH-CS,Nylon shrimp Central-Southern Chile,South America,Chile,87,CHL,1475534e-f7a2-361f-a2e7-204b71e97f92,0,NA,Current
NSHRIMPNCH,  97075,Heterocarpus reedi,Nylon shrimp,Chile-SUBPESCA-CH-N,Nylon shrimp Northern Chile,South America,Chile,87,CHL,f8aa2e89-5106-3ec3-9280-c9f32f371e63,0,NA,Current
NZLINGESE, 165000,Genypterus blacodes,Ling,Australia-AFMA-SE,Ling Southeast Australia,Australia,Australia,81,AUS,,0,,Current
NZLINGLIN3-4, 165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN3-4,Ling New Zealand Areas LIN 3 and 4,New Zealand,New Zealand,81,NZL,,0,,Current
NZLINGLIN5-6, 165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN5-6,Ling New Zealand Areas LIN 5 and 6,New Zealand,New Zealand,81,NZL,,0,,Current
NZLINGLIN6b, 165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN6b,Ling New Zealand Areas LIN 6b,New Zealand,New Zealand,81,NZL,,0,,Current
NZLINGLIN72, 165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN72,Ling New Zealand Areas LIN 72,New Zealand,New Zealand,81,NZL,,0,,Current
NZLINGLIN7WC, 165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN7WC-WCSI,Ling New Zealand Areas LIN 7WC-WCSI,New Zealand,New Zealand,81,NZL,74e24ed5-f5c4-3ee7-8b7d-902cd1675cab,0,,Current
NZLINGWSE, 165000,Genypterus blacodes,Ling,Australia-AFMA-WSE,Ling Western half of Southeast Australia,Australia,Australia,57,AUS,,0,,Current
NZSNAPNZ1BOP-HAGU, 169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA1-BOP-HAGU,New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,New Zealand,New Zealand,81,NZL,937839e3-568f-351c-8fcf-3a53a5e2a9da,0,NA,Current
NZSNAPNZ1ENLD, 169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA-1-ENLD,New Zealand snapper New Zealand SNA 1 east Northland,New Zealand,New Zealand,81,NZL,5e975767-b002-3a3c-af7b-867b8f568979,0,NA,Current
NZSNAPNZ7, 169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-SNA-7,New Zealand snapper New Zealand SNA 7,New Zealand,New Zealand,81,NZL,e7655386-bc08-3dc5-a08e-91dd583c7be5,0,NA,Current
NZSNAPNZ8, 169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-8,New Zealand snapper New Zealand Area 8 (Auckland and Central West),New Zealand,New Zealand,81,NZL,a0a629f2-74e9-3bcb-8a84-35b4fc99b500,0,,Current
OCTOCWAGNB,  82603,Octopus vulgaris,Octopus,multinational-FAO-CWAGNB,Octopus Central West Africa Guinea Bissau,West Africa,Guinea-Bissau,34,GNB,,0,NA,Current
OFLOUNECS, 172744,Paralichthys olivaceus,Japanese flounder,Japan-FAJ-ECS,Japanese flounder East China Sea,Japan,Japan,61,JPN,1e3e58ca-1a77-34f6-97f7-789d0d6e4b4e,0,,Current
